Ship Mode;Segment;Country;City;State;Postal Code;Region;Category;Sub-Category;Sales;Quantity;Discount;Profit
Standard Class;Consumer;United States;Richmond;Virginia;23223;South;Office Supplies;Paper;21.84;3;0;10.92
Standard Class;Consumer;United States;Richmond;Virginia;23223;South;Office Supplies;Binders;15.6;5;0;7.644
Second Class;Corporate;United States;Troy;New York;12180;East;Office Supplies;Envelopes;247.84;8;0;1.214.416
Second Class;Corporate;United States;Troy;New York;12180;East;Office Supplies;Binders;9.912;3;0.2;33.453
First Class;Consumer;United States;Providence;Rhode Island;2908;East;Office Supplies;Storage;69.52;2;0;17.38
Second Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Art;11.52;4;0;32.256
Second Class;Consumer;United States;San Francisco;California;94122;West;Furniture;Chairs;717.72;3;0.2;71.772
Second Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Storage;236.5;10;0;68.585
Second Class;Consumer;United States;San Francisco;California;94122;West;Furniture;Tables;170.352;3;0.2;191.646
Standard Class;Consumer;United States;New York City;New York;10009;East;Furniture;Chairs;145.764;2;0.1;32.392
Second Class;Consumer;United States;San Francisco;California;94109;West;Technology;Accessories;107.97;3;0;226.737
Standard Class;Corporate;United States;Houston;Texas;77070;Central;Technology;Accessories;143.96;5;0.2;17.995
Standard Class;Corporate;United States;Houston;Texas;77070;Central;Technology;Copiers;2399.96;5;0.2;5.699.905
Standard Class;Corporate;United States;Houston;Texas;77070;Central;Office Supplies;Paper;74.352;3;0.2;23.235
Standard Class;Corporate;United States;Houston;Texas;77070;Central;Office Supplies;Appliances;87.168;8;0.8;-2.266.368
Standard Class;Corporate;United States;Houston;Texas;77070;Central;Office Supplies;Storage;32.232;3;0.2;24.174
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Binders;2.202;2;0.7;-15.414
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Binders;9.396;3;0.7;-75.168
Standard Class;Consumer;United States;Baltimore;Maryland;21215;East;Technology;Phones;89.97;3;0;251.916
First Class;Corporate;United States;Athens;Georgia;30605;South;Office Supplies;Art;12.78;3;0;52.398
Second Class;Consumer;United States;Lancaster;Ohio;43130;East;Technology;Accessories;40;2;0.2;0.5
Standard Class;Home Office;United States;Los Angeles;California;90032;West;Office Supplies;Binders;23.24;5;0.2;7.553
First Class;Consumer;United States;Baltimore;Maryland;21215;East;Furniture;Chairs;908.82;9;0;227.205
Standard Class;Home Office;United States;Houston;Texas;77095;Central;Office Supplies;Supplies;5.552;2;0.2;-1.041
Standard Class;Home Office;United States;Houston;Texas;77095;Central;Office Supplies;Art;8.016;3;0.2;1.002
Standard Class;Home Office;United States;Houston;Texas;77095;Central;Furniture;Chairs;74.592;4;0.3;-21.312
Standard Class;Home Office;United States;Houston;Texas;77095;Central;Furniture;Furnishings;16.784;2;0.6;-222.388
Standard Class;Home Office;United States;Houston;Texas;77095;Central;Office Supplies;Appliances;38.864;4;0.8;-991.032
First Class;Home Office;United States;San Diego;California;92024;West;Technology;Phones;203.976;3;0.2;25.497
First Class;Home Office;United States;San Diego;California;92024;West;Furniture;Tables;674.352;3;0.2;-84.294
Second Class;Consumer;United States;Hialeah;Florida;33012;South;Office Supplies;Binders;5.388;4;0.7;-4.49
Second Class;Consumer;United States;Hialeah;Florida;33012;South;Office Supplies;Art;30.976;8;0.2;50.336
First Class;Consumer;United States;Atlanta;Georgia;30318;South;Office Supplies;Storage;1350.12;6;0;1.755.156
First Class;Consumer;United States;Atlanta;Georgia;30318;South;Office Supplies;Binders;15.92;4;0;74.824
Standard Class;Home Office;United States;Seattle;Washington;98103;West;Furniture;Furnishings;19.54;2;0;72.298
Standard Class;Home Office;United States;Los Angeles;California;90036;West;Office Supplies;Art;21.4;5;0;6.206
Standard Class;Home Office;United States;Los Angeles;California;90036;West;Office Supplies;Labels;12.6;2;0;5.796
Standard Class;Home Office;United States;New York City;New York;10035;East;Office Supplies;Art;11.96;2;0;31.096
Standard Class;Home Office;United States;New York City;New York;10035;East;Technology;Phones;138;2;0;34.5
Standard Class;Consumer;United States;Fort Lauderdale;Florida;33311;South;Technology;Phones;116.76;1;0.2;14.595
Standard Class;Consumer;United States;Fort Lauderdale;Florida;33311;South;Furniture;Tables;331.023;7;0.45;-1.143.534
Same Day;Corporate;United States;Rochester;New York;14609;East;Furniture;Furnishings;756.8;5;0;75.68
Standard Class;Home Office;United States;Saint Charles;Illinois;60174;Central;Furniture;Furnishings;8.736;3;0.6;-48.048
Standard Class;Consumer;United States;New York City;New York;10024;East;Office Supplies;Art;6.08;2;0;20.672
Standard Class;Consumer;United States;San Francisco;California;94109;West;Furniture;Furnishings;17.46;2;0;59.364
Standard Class;Consumer;United States;San Francisco;California;94109;West;Technology;Machines;369.16;11;0.2;323.015
First Class;Corporate;United States;Phoenix;Arizona;85023;West;Office Supplies;Art;2.912;2;0.2;0.91
First Class;Corporate;United States;Phoenix;Arizona;85023;West;Office Supplies;Paper;20.736;4;0.2;72.576
First Class;Corporate;United States;Phoenix;Arizona;85023;West;Office Supplies;Paper;9.568;2;0.2;2.99
Standard Class;Corporate;United States;Seattle;Washington;98115;West;Office Supplies;Paper;30.18;3;0;138.828
Standard Class;Corporate;United States;Seattle;Washington;98115;West;Office Supplies;Binders;51.648;12;0.2;187.224
Standard Class;Corporate;United States;Seattle;Washington;98115;West;Office Supplies;Binders;11.232;3;0.2;39.312
Standard Class;Consumer;United States;Camarillo;California;93010;West;Office Supplies;Labels;14.73;3;0;72.177
Second Class;Corporate;United States;Detroit;Michigan;48205;Central;Office Supplies;Art;16.4;5;0;4.756
Second Class;Corporate;United States;Detroit;Michigan;48205;Central;Office Supplies;Paper;25.92;4;0;124.416
First Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Art;8.82;3;0;25.578
First Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Binders;62.496;2;0.2;218.736
First Class;Consumer;United States;San Francisco;California;94109;West;Technology;Accessories;339.96;4;0;1.223.856
First Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Binders;49.568;2;0.2;173.488
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Binders;274.491;3;0.7;-2.287.425
Standard Class;Consumer;United States;New York City;New York;10035;East;Technology;Phones;137.94;3;0;358.644
Standard Class;Consumer;United States;Chicago;Illinois;60623;Central;Technology;Accessories;40.68;3;0.2;-7.119
Standard Class;Consumer;United States;San Francisco;California;94122;West;Technology;Phones;110.376;3;0.2;124.173
Standard Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Appliances;151.62;7;0;500.346
Standard Class;Consumer;United States;San Francisco;California;94122;West;Furniture;Furnishings;30.8;4;0;10.164
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Paper;123.92;5;0.2;38.725
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Technology;Accessories;1319.8;5;0.2;2.144.675
First Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Binders;89.712;6;0.2;302.778
First Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Paper;22.83;3;0;107.301
First Class;Consumer;United States;Fairfield;Connecticut;6824;East;Office Supplies;Binders;30.88;2;0;15.44
First Class;Consumer;United States;Fairfield;Connecticut;6824;East;Office Supplies;Appliances;465.16;2;0;1.209.416
First Class;Consumer;United States;Fairfield;Connecticut;6824;East;Office Supplies;Paper;27.12;4;0;124.752
Standard Class;Consumer;United States;New York City;New York;10011;East;Furniture;Furnishings;113.6;8;0;44.304
Standard Class;Consumer;United States;New York City;New York;10011;East;Office Supplies;Paper;12.96;2;0;63.504
Standard Class;Consumer;United States;New York City;New York;10011;East;Office Supplies;Binders;69.456;2;0.2;225.732
First Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Art;8.64;3;0;24.192
Same Day;Corporate;United States;Philadelphia;Pennsylvania;19143;East;Technology;Machines;341.991;3;0.7;-3.191.916
Standard Class;Consumer;United States;San Jose;California;95123;West;Furniture;Furnishings;43.96;7;0;184.632
Standard Class;Consumer;United States;San Jose;California;95123;West;Office Supplies;Envelopes;39.76;7;0;186.872
Second Class;Consumer;United States;Pasadena;California;91104;West;Furniture;Furnishings;66.36;7;0;26.544
Second Class;Consumer;United States;Pasadena;California;91104;West;Office Supplies;Binders;92.88;6;0.2;30.186
Second Class;Consumer;United States;Pasadena;California;91104;West;Furniture;Furnishings;24.14;2;0;79.662
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Furniture;Chairs;4.416.174;9;0.3;-630.882
First Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Art;49.56;7;0;188.328
Standard Class;Consumer;United States;Los Angeles;California;90032;West;Office Supplies;Storage;354.9;5;0;17.745
Standard Class;Corporate;United States;Columbus;Ohio;43229;East;Office Supplies;Labels;15.12;3;0.2;4.914
Standard Class;Corporate;United States;Columbus;Ohio;43229;East;Furniture;Bookcases;302.45;5;0.5;-199.617
Standard Class;Corporate;United States;Columbus;Ohio;43229;East;Office Supplies;Storage;44.672;8;0.2;-100.512
Second Class;Consumer;United States;Los Angeles;California;90008;West;Technology;Accessories;119.98;2;0;35.994
Second Class;Consumer;United States;Los Angeles;California;90008;West;Technology;Accessories;989.97;3;0;395.988
Standard Class;Corporate;United States;Hollywood;Florida;33021;South;Office Supplies;Labels;9.216;4;0.2;33.408
Standard Class;Corporate;United States;Roseville;Michigan;48066;Central;Office Supplies;Paper;68.52;3;0;315.192
Standard Class;Home Office;United States;Superior;Wisconsin;54880;Central;Office Supplies;Appliances;364.74;3;0;109.422
Standard Class;Home Office;United States;Superior;Wisconsin;54880;Central;Furniture;Furnishings;47.4;5;0;21.33
Standard Class;Home Office;United States;Superior;Wisconsin;54880;Central;Office Supplies;Storage;49.76;4;0;139.328
Standard Class;Home Office;United States;Superior;Wisconsin;54880;Central;Office Supplies;Art;5.56;2;0;14.456
Standard Class;Home Office;United States;Superior;Wisconsin;54880;Central;Office Supplies;Paper;629.1;6;0;301.968
Standard Class;Home Office;United States;Superior;Wisconsin;54880;Central;Office Supplies;Art;14.7;5;0;3.969
Standard Class;Home Office;United States;Superior;Wisconsin;54880;Central;Office Supplies;Paper;45.36;7;0;217.728
Standard Class;Home Office;United States;Superior;Wisconsin;54880;Central;Technology;Phones;125.99;1;0;352.772
Second Class;Corporate;United States;Thousand Oaks;California;91360;West;Office Supplies;Art;14.7;7;0;4.116
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Technology;Phones;32.7;5;0.4;-6.54
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Envelopes;31.68;4;0.2;11.088
Standard Class;Consumer;United States;Springfield;Virginia;22153;South;Office Supplies;Art;181.86;7;0;509.208
Second Class;Corporate;United States;Houston;Texas;77095;Central;Furniture;Chairs;155.372;2;0.3;-355.136
Same Day;Consumer;United States;Columbia;Tennessee;38401;South;Office Supplies;Binders;13.428;3;0.7;-11.19
Same Day;Consumer;United States;Columbia;Tennessee;38401;South;Office Supplies;Storage;67.136;4;0.2;-0.8392
Standard Class;Consumer;United States;Concord;North Carolina;28027;South;Office Supplies;Paper;89.568;2;0.2;324.684
Standard Class;Consumer;United States;Concord;North Carolina;28027;South;Furniture;Furnishings;315.776;8;0.2;315.776
Standard Class;Corporate;United States;San Jose;California;95123;West;Furniture;Bookcases;273.666;2;0.15;-128.784
Standard Class;Corporate;United States;San Jose;California;95123;West;Office Supplies;Appliances;17.48;4;0;45.448
Standard Class;Corporate;United States;Greensboro;North Carolina;27405;South;Office Supplies;Supplies;20.608;2;0.2;-43.792
Standard Class;Corporate;United States;Greensboro;North Carolina;27405;South;Office Supplies;Binders;4.095;3;0.7;-2.73
Standard Class;Home Office;United States;Helena;Montana;59601;West;Technology;Phones;339.96;5;0.2;42.495
Standard Class;Home Office;United States;Helena;Montana;59601;West;Furniture;Furnishings;63.98;7;0;217.532
Standard Class;Home Office;United States;Fort Lauderdale;Florida;33311;South;Technology;Accessories;799.92;10;0.2;239.976
First Class;Home Office;United States;San Francisco;California;94110;West;Technology;Phones;35.984;2;0.2;4.498
First Class;Home Office;United States;San Francisco;California;94110;West;Technology;Accessories;389.97;3;0;1.325.898
Same Day;Corporate;United States;Yuma;Arizona;85364;West;Technology;Accessories;185.528;7;0.2;487.011
Standard Class;Consumer;United States;Columbia;Maryland;21044;East;Office Supplies;Binders;2541.98;2;0;1270.99
Standard Class;Home Office;United States;Yuma;Arizona;85364;West;Technology;Machines;599.985;5;0.7;-479.988
Standard Class;Consumer;United States;Chicago;Illinois;60653;Central;Office Supplies;Binders;3.036;3;0.8;-50.094
Standard Class;Consumer;United States;Cleveland;Ohio;44105;East;Office Supplies;Art;25.92;5;0.2;3.888
Standard Class;Consumer;United States;Cleveland;Ohio;44105;East;Furniture;Furnishings;66.112;2;0.2;-90.904
Standard Class;Consumer;United States;San Francisco;California;94110;West;Technology;Accessories;46.36;4;0;152.988
Standard Class;Corporate;United States;Oklahoma City;Oklahoma;73120;Central;Technology;Accessories;6.9;1;0;0.552
Standard Class;Corporate;United States;Oklahoma City;Oklahoma;73120;Central;Furniture;Furnishings;57.69;3;0;236.529
Standard Class;Corporate;United States;Houston;Texas;77095;Central;Technology;Machines;559.71;3;0.4;-1.212.705
First Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Storage;305.01;9;0;762.525
First Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Binders;50.784;2;0.2;177.744
First Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Labels;26.01;9;0;122.247
Standard Class;Consumer;United States;Nashville;Tennessee;37211;South;Technology;Machines;649;2;0.5;-272.58
Standard Class;Consumer;United States;Los Angeles;California;90036;West;Furniture;Furnishings;59.99;7;0;215.964
Standard Class;Consumer;United States;Bellevue;Washington;98006;West;Furniture;Furnishings;20.24;1;0;78.936
First Class;Consumer;United States;Houston;Texas;77036;Central;Office Supplies;Art;37.84;2;0.2;2.838
First Class;Consumer;United States;Houston;Texas;77036;Central;Office Supplies;Fasteners;5.472;6;0.2;18.468
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Storage;77.24;5;0.2;7.724
First Class;Consumer;United States;Des Plaines;Illinois;60016;Central;Furniture;Tables;292.1;4;0.5;-175.26
First Class;Consumer;United States;Des Plaines;Illinois;60016;Central;Furniture;Furnishings;8.544;2;0.6;-7.476
First Class;Consumer;United States;Des Plaines;Illinois;60016;Central;Furniture;Bookcases;424.116;6;0.3;-30.294
First Class;Consumer;United States;Des Plaines;Illinois;60016;Central;Office Supplies;Binders;2.892;3;0.8;-49.164
First Class;Consumer;United States;Des Plaines;Illinois;60016;Central;Office Supplies;Storage;381.72;5;0.2;-66.801
Standard Class;Consumer;United States;Boynton Beach;Florida;33437;South;Furniture;Chairs;97.184;2;0.2;6.074
Standard Class;Consumer;United States;Boynton Beach;Florida;33437;South;Office Supplies;Paper;10.368;2;0.2;36.288
Standard Class;Consumer;United States;Plano;Texas;75023;Central;Furniture;Tables;890.841;3;0.3;-1.527.156
Second Class;Consumer;United States;San Jose;California;95123;West;Technology;Accessories;72;4;0;12.96
Second Class;Consumer;United States;San Jose;California;95123;West;Furniture;Chairs;113.888;2;0.2;99.652
Second Class;Consumer;United States;San Jose;California;95123;West;Office Supplies;Envelopes;158.13;3;0;774.837
Second Class;Corporate;United States;New York City;New York;10024;East;Office Supplies;Fasteners;14.13;3;0;0.7065
Standard Class;Consumer;United States;Detroit;Michigan;48227;Central;Office Supplies;Binders;64.75;5;0;291.375
Standard Class;Consumer;United States;Miami;Florida;33178;South;Office Supplies;Binders;1.872;2;0.7;-13.104
Standard Class;Consumer;United States;Miami;Florida;33178;South;Office Supplies;Binders;11.214;2;0.7;-85.974
Standard Class;Consumer;United States;Miami;Florida;33178;South;Office Supplies;Art;37.376;8;0.2;74.752
Standard Class;Home Office;United States;Park Ridge;Illinois;60068;Central;Technology;Phones;286.4;1;0.2;25.06
Second Class;Consumer;United States;New York City;New York;10024;East;Office Supplies;Art;43.92;3;0;127.368
Standard Class;Corporate;United States;New York City;New York;10011;East;Furniture;Tables;142.182;1;0.4;-379.152
Standard Class;Corporate;United States;Hillsboro;Oregon;97123;West;Office Supplies;Paper;19.608;3;0.2;66.177
Standard Class;Corporate;United States;Hillsboro;Oregon;97123;West;Office Supplies;Binders;4.158;7;0.7;-3.465
Second Class;Consumer;United States;New York City;New York;10009;East;Technology;Phones;979.95;5;0;2.645.865
Second Class;Consumer;United States;New York City;New York;10009;East;Furniture;Furnishings;135.3;5;0;37.884
Standard Class;Corporate;United States;Chicago;Illinois;60623;Central;Office Supplies;Paper;8.904;3;0.2;3.339
Standard Class;Corporate;United States;Chicago;Illinois;60623;Central;Technology;Accessories;100.8;2;0.2;21.42
First Class;Consumer;United States;New York City;New York;10024;East;Furniture;Furnishings;41.96;2;0;109.096
First Class;Consumer;United States;New York City;New York;10024;East;Office Supplies;Labels;9.45;3;0;4.536
Standard Class;Consumer;United States;Pasco;Washington;99301;West;Office Supplies;Appliances;400.8;5;0;112.224
Standard Class;Consumer;United States;Pasco;Washington;99301;West;Office Supplies;Binders;28.792;1;0.2;100.772
Standard Class;Home Office;United States;Burbank;California;91505;West;Furniture;Furnishings;111;2;0;14.43
Standard Class;Home Office;United States;Burbank;California;91505;West;Technology;Machines;1.279.968;4;0.2;4.159.896
Standard Class;Home Office;United States;Burbank;California;91505;West;Office Supplies;Storage;1856.19;7;0;3.341.142
First Class;Corporate;United States;Chicago;Illinois;60623;Central;Furniture;Furnishings;22.752;6;0.6;-8.532
Standard Class;Corporate;United States;Lancaster;Pennsylvania;17602;East;Technology;Phones;61.542;1;0.4;-133.341
Standard Class;Corporate;United States;Lancaster;Pennsylvania;17602;East;Office Supplies;Binders;81.438;7;0.7;-651.504
Standard Class;Consumer;United States;Tampa;Florida;33614;South;Furniture;Furnishings;67.36;2;0.2;10.104
Standard Class;Consumer;United States;Tampa;Florida;33614;South;Furniture;Furnishings;54.528;3;0.2;143.136
Standard Class;Consumer;United States;New York City;New York;10024;East;Technology;Accessories;843.9;2;0;371.316
Standard Class;Consumer;United States;New York City;New York;10024;East;Furniture;Bookcases;449.568;2;0.2;56.196
First Class;Corporate;United States;Los Angeles;California;90045;West;Office Supplies;Storage;15.51;1;0;38.775
Second Class;Corporate;United States;New York City;New York;10035;East;Furniture;Chairs;192.186;3;0.1;363.018
First Class;Corporate;United States;New York City;New York;10009;East;Office Supplies;Art;5.76;2;0;16.128
Standard Class;Consumer;United States;Atlanta;Georgia;30318;South;Furniture;Chairs;67.88;2;0;183.276
Standard Class;Consumer;United States;Atlanta;Georgia;30318;South;Office Supplies;Labels;162.89;13;0;765.583
Standard Class;Consumer;United States;Atlanta;Georgia;30318;South;Furniture;Furnishings;25.71;3;0;92.556
Standard Class;Consumer;United States;New York City;New York;10009;East;Office Supplies;Storage;191.88;6;0;19.188
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Furniture;Tables;721.875;6;0.45;-420
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Technology;Phones;73.568;4;0.2;-165.528
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Office Supplies;Art;13.584;1;0.2;13.584
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Furniture;Chairs;64.784;1;0.2;-12.147
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Appliances;176.772;3;0.8;-4.596.072
Standard Class;Corporate;United States;Milwaukee;Wisconsin;53209;Central;Office Supplies;Binders;38.82;6;0;19.41
Standard Class;Corporate;United States;Milwaukee;Wisconsin;53209;Central;Office Supplies;Binders;21.9;5;0;10.512
Standard Class;Consumer;United States;Modesto;California;95351;West;Technology;Accessories;111.79;7;0;435.981
Second Class;Home Office;United States;Lakewood;Ohio;44107;East;Technology;Phones;445.44;8;0.4;-81.664
Standard Class;Home Office;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Labels;16.52;5;0.2;5.369
Standard Class;Home Office;United States;San Francisco;California;94109;West;Office Supplies;Paper;29.9;5;0;13.455
Second Class;Corporate;United States;Detroit;Michigan;48205;Central;Office Supplies;Binders;116.4;8;0;52.38
Standard Class;Home Office;United States;Phoenix;Arizona;85023;West;Office Supplies;Art;1.408;1;0.2;0.1584
Standard Class;Home Office;United States;Phoenix;Arizona;85023;West;Furniture;Furnishings;169.568;2;0.2;0
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19143;East;Technology;Phones;251.964;6;0.4;-503.928
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19143;East;Furniture;Tables;523.764;3;0.4;-1.920.468
First Class;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Paper;19.44;3;0;93.312
First Class;Consumer;United States;Los Angeles;California;90036;West;Furniture;Chairs;194.352;3;0.2;-36.441
First Class;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Binders;36.624;3;0.2;13.734
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Technology;Phones;340.182;3;0.4;-737.061
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Fasteners;12.672;8;0.2;26.928
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Binders;6.888;2;0.7;-50.512
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Storage;32.544;2;0.2;-77.292
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Furniture;Chairs;347.802;7;0.3;-24.843
First Class;Corporate;United States;Miami;Florida;33180;South;Office Supplies;Binders;15.57;3;0.7;-11.937
Second Class;Consumer;United States;Raleigh;North Carolina;27604;South;Office Supplies;Labels;4.608;2;0.2;16.704
Standard Class;Corporate;United States;Garden City;Kansas;67846;Central;Technology;Phones;257.98;2;0;748.142
Second Class;Consumer;United States;Long Beach;California;90805;West;Office Supplies;Storage;153.78;11;0;445.962
Second Class;Consumer;United States;Long Beach;California;90805;West;Office Supplies;Storage;61.02;3;0;0.6102
Second Class;Consumer;United States;Long Beach;California;90805;West;Office Supplies;Supplies;110.11;7;0;319.319
Second Class;Consumer;United States;Long Beach;California;90805;West;Office Supplies;Fasteners;7.89;1;0;35.505
Standard Class;Corporate;United States;San Diego;California;92037;West;Office Supplies;Binders;36.024;3;0.2;117.078
First Class;Corporate;United States;Bloomington;Illinois;61701;Central;Office Supplies;Art;54.336;4;0.2;54.336
Standard Class;Corporate;United States;Seattle;Washington;98115;West;Office Supplies;Storage;92.52;6;0;249.804
Same Day;Consumer;United States;Fayetteville;North Carolina;28314;South;Office Supplies;Art;10.272;3;0.2;11.556
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Office Supplies;Storage;40.74;3;0;0.4074
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Office Supplies;Labels;14.4;5;0;7.056
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Technology;Phones;149.95;5;0;41.986
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Office Supplies;Supplies;16.9;2;0;5.07
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Office Supplies;Paper;17.61;3;0;84.528
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Office Supplies;Appliances;378;2;0;136.08
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Office Supplies;Paper;17.64;3;0;86.436
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Office Supplies;Storage;373.08;6;0;1.007.316
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Furniture;Furnishings;1336.44;14;0;3.875.676
Standard Class;Consumer;United States;Omaha;Nebraska;68104;Central;Technology;Phones;29.97;3;0;0.2997
Standard Class;Consumer;United States;Chattanooga;Tennessee;37421;South;Furniture;Chairs;390.368;2;0.2;48.796
Standard Class;Consumer;United States;Chattanooga;Tennessee;37421;South;Furniture;Furnishings;101.52;5;0.2;19.035
Second Class;Consumer;United States;Fairfield;Ohio;45014;East;Office Supplies;Paper;74.352;3;0.2;23.235
Standard Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Paper;15.7;5;0;7.065
Standard Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Art;59.52;3;0;154.752
Standard Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Paper;34.4;5;0;15.824
Standard Class;Corporate;United States;New York City;New York;10024;East;Furniture;Tables;313.176;2;0.4;-1.200.508
Standard Class;Corporate;United States;New York City;New York;10024;East;Furniture;Chairs;866.646;3;0.1;1.733.292
Same Day;Corporate;United States;Fairfield;Ohio;45014;East;Office Supplies;Appliances;795.408;6;0.2;596.556
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Paper;35.856;9;0.2;129.978
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Accessories;23.84;4;0.2;3.278
Standard Class;Consumer;United States;Seattle;Washington;98103;West;Furniture;Furnishings;43.13;1;0;146.642
Standard Class;Consumer;United States;Seattle;Washington;98103;West;Office Supplies;Paper;30.87;7;0;142.002
Standard Class;Consumer;United States;New York City;New York;10011;East;Office Supplies;Supplies;70.12;4;0;21.036
Standard Class;Corporate;United States;Camarillo;California;93010;West;Furniture;Bookcases;5.099.575;5;0.15;419.965
Standard Class;Corporate;United States;Camarillo;California;93010;West;Furniture;Furnishings;122.91;3;0;344.148
Standard Class;Corporate;United States;Camarillo;California;93010;West;Furniture;Chairs;97.568;2;0.2;-6.098
Standard Class;Corporate;United States;Camarillo;California;93010;West;Furniture;Chairs;722.352;3;0.2;812.646
First Class;Consumer;United States;Chicago;Illinois;60653;Central;Office Supplies;Labels;11.52;5;0.2;4.176
Standard Class;Corporate;United States;Los Angeles;California;90032;West;Furniture;Furnishings;167.84;8;0;117.488
Standard Class;Consumer;United States;Toledo;Ohio;43615;East;Furniture;Tables;172.11;1;0.4;-946.605
First Class;Consumer;United States;New York City;New York;10011;East;Technology;Accessories;99.98;2;0;79.984
Standard Class;Home Office;United States;Tigard;Oregon;97224;West;Technology;Phones;156.792;1;0.2;176.391
Standard Class;Home Office;United States;Tigard;Oregon;97224;West;Technology;Accessories;35.36;2;0.2;-3.094
Standard Class;Home Office;United States;Tigard;Oregon;97224;West;Furniture;Furnishings;13.592;1;0.2;-0.3398
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Furniture;Chairs;386.68;2;0.3;-5.524
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Technology;Accessories;379.96;5;0.2;47.495
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Technology;Phones;539.91;3;0.4;-1.169.805
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Paper;41.24;5;0.2;139.185
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Binders;51.897;1;0.7;-415.176
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Storage;552.56;5;0.2;-138.14
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Binders;23.16;5;0.7;-15.44
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Storage;126.08;2;0.2;-28.368
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Technology;Machines;449.1;3;0.7;-643.71
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Appliances;195.104;4;0.2;219.492
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19143;East;Furniture;Furnishings;36.672;3;0.2;64.176
